user_id,gender,age,waist,chest,hip,shoulder,height
872,F,20,32,47,36,21,70
873,M,32,33,32,47,14,63
874,F,23,37,39,40,21,64
875,F,39,26,32,30,16,68
876,M,47,34,37,33,18,65
877,M,27,38,47,38,18,75
878,M,18,25,33,35,16,70
879,M,25,38,31,47,20,58
880,F,38,33,40,44,17,75
881,F,35,34,33,49,14,64
882,F,48,31,40,48,21,60
883,F,26,25,35,33,15,61
884,M,54,37,49,47,17,75
885,M,38,27,39,41,18,71
886,F,23,38,34,40,21,59
887,M,31,38,30,43,15,65
888,M,31,35,33,39,18,62
889,F,43,32,48,40,14,74
890,M,38,36,39,30,16,75
891,M,55,27,42,43,18,63
892,F,29,29,47,31,14,62
893,F,54,32,48,43,20,62
894,M,50,27,43,32,17,58
895,M,25,38,34,48,21,71
896,M,49,26,47,48,16,69
897,M,44,36,48,33,21,72
898,M,32,37,33,49,15,63
899,M,56,38,43,44,20,61
900,M,52,25,43,36,16,60
901,F,37,38,35,35,15,62
902,M,42,26,32,42,17,66
903,M,57,24,39,30,20,60
904,F,40,39,44,45,18,70
905,M,30,27,34,31,15,73
906,M,41,39,40,49,17,68
907,M,43,25,37,44,16,69
908,F,38,30,42,35,20,70
909,F,26,39,39,41,20,69
910,F,59,35,49,47,14,70
911,M,49,38,33,41,14,61
912,F,54,34,48,30,18,65
913,F,51,38,34,41,14,72
914,M,51,28,39,40,18,70
915,F,47,24,37,32,19,65
916,F,37,30,30,35,17,71
917,F,33,25,35,33,17,64
918,F,57,24,44,49,19,66
919,F,24,28,44,34,21,72
920,F,33,38,36,41,20,61
921,M,31,28,46,37,14,61
922,M,48,32,31,40,15,58
923,F,19,39,42,49,18,59
924,M,32,25,40,39,18,72
925,M,39,25,48,41,20,62
926,M,59,33,41,41,20,66
927,F,59,38,44,34,17,68
928,M,35,35,40,37,19,67
929,F,24,35,43,45,19,63
930,M,59,32,36,46,20,71
931,F,24,31,49,33,20,58
932,F,23,27,40,35,20,62
933,F,31,37,40,36,14,60
934,M,36,34,36,41,14,59
935,F,43,39,48,39,17,67
936,F,50,34,37,37,14,62
937,F,52,38,36,47,17,71
938,F,55,32,44,48,21,62
939,F,34,38,32,30,17,62
940,F,40,28,49,47,18,70
941,M,48,37,33,49,16,69
942,F,40,28,40,45,17,72
943,M,34,24,35,40,15,59
944,F,48,28,38,34,21,63
945,M,35,39,44,36,19,71
946,F,39,34,49,45,21,66
947,F,29,34,37,31,21,59
948,M,35,36,49,43,20,61
949,F,56,27,33,42,20,60
950,F,29,30,35,40,14,58
951,F,36,37,49,45,15,73
952,F,57,35,35,32,14,62
953,F,23,29,36,47,21,66
954,M,59,30,43,37,21,58
955,M,58,29,40,43,14,60
956,F,54,27,38,33,18,61
957,F,45,39,47,41,20,71
958,F,21,24,36,39,15,70
959,M,26,35,32,35,19,75
960,M,25,36,43,36,17,68
961,F,59,36,36,36,21,63
962,M,51,34,31,49,16,61
963,M,23,25,34,49,18,69
964,F,38,35,47,47,17,74
965,M,49,37,46,39,21,61
966,F,27,33,49,43,16,73
967,F,50,25,31,32,20,64
968,F,54,37,38,37,19,74
969,M,42,35,34,31,15,74
970,F,30,28,47,46,19,74
971,F,56,37,31,42,21,61
972,F,26,38,43,34,14,58
973,M,46,29,33,39,15,66
974,F,44,26,41,31,19,68
975,M,57,24,47,48,16,67
976,M,25,39,45,30,19,68
977,F,40,34,37,43,20,69
978,M,35,38,30,41,14,67
979,F,20,34,43,30,19,66
980,F,31,31,37,39,20,60
981,M,43,27,41,37,16,60
982,F,59,31,34,31,16,71
983,M,21,30,32,41,18,71
984,M,20,37,33,43,14,73
985,F,29,33,45,45,16,74
986,M,36,29,44,49,17,64
987,M,39,26,36,35,14,72
988,F,54,28,46,34,18,69
989,M,55,26,47,44,19,73
990,F,22,32,37,31,19,73
991,F,34,24,36,37,16,67
992,M,45,34,34,35,17,75
993,F,59,31,34,47,20,74
994,M,44,31,44,47,16,62
995,F,22,29,36,48,14,73
996,M,46,35,44,34,19,63
997,F,57,33,40,49,20,70
998,F,39,33,40,44,19,62
999,F,51,36,36,40,18,71
1000,M,24,36,41,35,19,74
